Date;Type_route;id_route;id_naryad;id_part;id_car;id_stop;time_arr;time_dep;count_flights;move_time;to_depot
01.12.2022;48 Трамваи;48;2;2;5097 (тм);Кушелевка ст.;01.12.2022 21:12:00;01.12.2022 21:13:00;;46;Да
01.12.2022;48 Трамваи;48;3;1;5211 (тм);Кушелевка ст.;01.12.2022 12:03:00;01.12.2022 12:04:00;;48;Да
01.12.2022;48 Трамваи;48;3;2;5211 (тм);Кушелевка ст.;01.12.2022 16:59:00;01.12.2022 17:00:00;1,00;;Да
01.12.2022;48 Трамваи;48;5;2;5098 (тм);Кушелевка ст.;01.12.2022 21:35:00;01.12.2022 21:36:00;;44;Да
01.12.2022;48 Трамваи;48;6;2;5213 (тм);Кушелевка ст.;01.12.2022 17:15:00;01.12.2022 17:16:00;1,00;;Да
01.12.2022;48 Трамваи;48;8;1;5111 (тм);Кушелевка ст.;01.12.2022 12:37:00;01.12.2022 12:38:00;;48;Да
01.12.2022;48 Трамваи;48;8;2;5111 (тм);Кушелевка ст.;01.12.2022 16:43:00;01.12.2022 16:44:00;1,00;;Да
01.12.2022;48 Трамваи;48;9;2;5030 (тм);Кушелевка ст.;01.12.2022 21:59:00;01.12.2022 22:00:00;;43;Да
01.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;02.12.2022 0:35:00;02.12.2022 0:36:00;;43;Да
01.12.2022;48 Трамваи;48;13;2;5119 (тм);Кушелевка ст.;01.12.2022 21:04:00;01.12.2022 21:05:00;;47;Да
01.12.2022;48 Трамваи;48;6;1;5213 (тм);Кушелевка ст.;01.12.2022 12:24:00;01.12.2022 12:25:00;;48;Да
02.12.2022;48 Трамваи;48;2;2;5008 (тм);Кушелевка ст.;02.12.2022 21:12:00;02.12.2022 21:13:00;;46;Да
02.12.2022;48 Трамваи;48;3;1;5211 (тм);Кушелевка ст.;02.12.2022 11:58:00;02.12.2022 11:59:00;;48;Да
02.12.2022;48 Трамваи;48;3;2;5211 (тм);Кушелевка ст.;02.12.2022 16:59:00;02.12.2022 17:00:00;1,00;;Да
02.12.2022;48 Трамваи;48;5;2;5098 (тм);Кушелевка ст.;02.12.2022 21:35:00;02.12.2022 21:36:00;;44;Да
02.12.2022;48 Трамваи;48;6;1;5213 (тм);Кушелевка ст.;02.12.2022 12:24:00;02.12.2022 12:25:00;;48;Да
02.12.2022;48 Трамваи;48;6;2;5128 (тм);Кушелевка ст.;02.12.2022 17:15:00;02.12.2022 17:16:00;1,00;;Да
02.12.2022;48 Трамваи;48;8;1;5132 (тм);Кушелевка ст.;02.12.2022 12:37:00;02.12.2022 12:38:00;;48;Да
02.12.2022;48 Трамваи;48;8;2;5132 (тм);Кушелевка ст.;02.12.2022 16:43:00;02.12.2022 16:44:00;1,00;;Да
02.12.2022;48 Трамваи;48;9;2;5095 (тм);Кушелевка ст.;02.12.2022 21:59:00;02.12.2022 22:00:00;;43;Да
02.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;03.12.2022 0:35:00;03.12.2022 0:36:00;;43;Да
02.12.2022;48 Трамваи;48;13;2;5207 (тм);Кушелевка ст.;02.12.2022 20:56:00;02.12.2022 20:57:00;;47;Да
03.12.2022;48 Трамваи;48;3;2;5056 (тм);Кушелевка ст.;03.12.2022 21:05:00;03.12.2022 21:06:00;;44;Да
04.12.2022;48 Трамваи;48;3;2;5045 (тм);Кушелевка ст.;04.12.2022 21:05:00;04.12.2022 21:06:00;;44;Да
05.12.2022;48 Трамваи;48;1;1;5113 (тм);Кушелевка ст.;05.12.2022 12:22:00;05.12.2022 12:23:00;;48;Да
05.12.2022;48 Трамваи;48;1;2;5113 (тм);Кушелевка ст.;06.12.2022 0:22:00;06.12.2022 0:23:00;;43;Да
05.12.2022;48 Трамваи;48;8;1;5063 (тм);Кушелевка ст.;05.12.2022 12:37:00;05.12.2022 12:38:00;;48;Да
05.12.2022;48 Трамваи;48;8;2;5063 (тм);Кушелевка ст.;05.12.2022 16:43:00;05.12.2022 16:44:00;1,00;;Да
05.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;06.12.2022 0:35:00;06.12.2022 0:36:00;;43;Да
05.12.2022;48 Трамваи;48;2;2;5132 (тм);Кушелевка ст.;05.12.2022 21:12:00;05.12.2022 21:13:00;;46;Да
05.12.2022;48 Трамваи;48;3;2;5213 (тм);Кушелевка ст.;05.12.2022 16:59:00;05.12.2022 17:00:00;1,00;;Да
05.12.2022;48 Трамваи;48;5;2;5207 (тм);Кушелевка ст.;05.12.2022 21:14:00;05.12.2022 21:15:00;;137;Да
05.12.2022;48 Трамваи;48;6;2;5098 (тм);Кушелевка ст.;05.12.2022 17:15:00;05.12.2022 17:16:00;1,00;;Да
05.12.2022;48 Трамваи;48;7;2;5016 (тм);Кушелевка ст.;05.12.2022 21:11:00;05.12.2022 21:12:00;;126;Да
05.12.2022;48 Трамваи;48;9;2;5004 (тм);Кушелевка ст.;05.12.2022 21:35:00;05.12.2022 21:36:00;;130;Да
05.12.2022;48 Трамваи;48;13;2;5119 (тм);Кушелевка ст.;05.12.2022 20:56:00;05.12.2022 20:57:00;;47;Да
06.12.2022;48 Трамваи;48;2;2;5008 (тм);Кушелевка ст.;06.12.2022 21:12:00;06.12.2022 21:13:00;;46;Да
06.12.2022;48 Трамваи;48;3;1;5097 (тм);Кушелевка ст.;06.12.2022 11:58:00;06.12.2022 11:59:00;;48;Да
06.12.2022;48 Трамваи;48;3;2;5097 (тм);Кушелевка ст.;06.12.2022 16:59:00;06.12.2022 17:00:00;1,00;;Да
06.12.2022;48 Трамваи;48;5;2;5030 (тм);Кушелевка ст.;06.12.2022 21:35:00;06.12.2022 21:36:00;;44;Да
06.12.2022;48 Трамваи;48;6;1;5056 (тм);Кушелевка ст.;06.12.2022 12:24:00;06.12.2022 12:25:00;;48;Да
06.12.2022;48 Трамваи;48;6;2;5056 (тм);Кушелевка ст.;06.12.2022 17:15:00;06.12.2022 17:16:00;1,00;;Да
06.12.2022;48 Трамваи;48;8;1;5211 (тм);Кушелевка ст.;06.12.2022 12:37:00;06.12.2022 12:38:00;;48;Да
06.12.2022;48 Трамваи;48;8;2;5211 (тм);Кушелевка ст.;06.12.2022 16:43:00;06.12.2022 16:44:00;1,00;;Да
06.12.2022;48 Трамваи;48;9;2;5014 (тм);Кушелевка ст.;06.12.2022 21:59:00;06.12.2022 22:00:00;;43;Да
06.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;07.12.2022 0:35:00;07.12.2022 0:36:00;;43;Да
06.12.2022;48 Трамваи;48;13;2;5095 (тм);Кушелевка ст.;06.12.2022 20:56:00;06.12.2022 20:57:00;;47;Да
06.12.2022;48 Трамваи;48;11;2;5129 (тм);Кушелевка ст.;06.12.2022 20:56:00;06.12.2022 20:57:00;;47;Да
07.12.2022;48 Трамваи;48;2;2;5056 (тм);Кушелевка ст.;07.12.2022 21:12:00;07.12.2022 21:13:00;;46;Да
07.12.2022;48 Трамваи;48;3;2;5069 (тм);Кушелевка ст.;07.12.2022 16:59:00;07.12.2022 17:00:00;1,00;;Да
07.12.2022;48 Трамваи;48;5;2;5004 (тм);Кушелевка ст.;07.12.2022 21:35:00;07.12.2022 21:36:00;;44;Да
07.12.2022;48 Трамваи;48;6;2;5213 (тм);Кушелевка ст.;07.12.2022 17:15:00;07.12.2022 17:16:00;1,00;;Да
07.12.2022;48 Трамваи;48;8;2;5211 (тм);Кушелевка ст.;07.12.2022 16:43:00;07.12.2022 16:44:00;1,00;;Да
07.12.2022;48 Трамваи;48;9;2;5095 (тм);Кушелевка ст.;07.12.2022 21:59:00;07.12.2022 22:00:00;;43;Да
07.12.2022;48 Трамваи;48;10;2;5045 (тм);Кушелевка ст.;08.12.2022 0:35:00;08.12.2022 0:36:00;;43;Да
07.12.2022;48 Трамваи;48;13;2;5207 (тм);Кушелевка ст.;07.12.2022 20:56:00;07.12.2022 20:57:00;;47;Да
08.12.2022;48 Трамваи;48;2;2;5095 (тм);Кушелевка ст.;08.12.2022 21:12:00;08.12.2022 21:13:00;;46;Да
08.12.2022;48 Трамваи;48;3;1;5036 (тм);Кушелевка ст.;08.12.2022 11:58:00;08.12.2022 11:59:00;;48;Да
08.12.2022;48 Трамваи;48;3;2;5036 (тм);Кушелевка ст.;08.12.2022 16:59:00;08.12.2022 17:00:00;1,00;;Да
08.12.2022;48 Трамваи;48;5;2;5004 (тм);Кушелевка ст.;08.12.2022 21:35:00;08.12.2022 21:36:00;;44;Да
08.12.2022;48 Трамваи;48;6;1;5030 (тм);Кушелевка ст.;08.12.2022 12:24:00;08.12.2022 12:25:00;;48;Да
08.12.2022;48 Трамваи;48;6;2;5030 (тм);Кушелевка ст.;08.12.2022 17:15:00;08.12.2022 17:16:00;1,00;;Да
08.12.2022;48 Трамваи;48;8;1;5119 (тм);Кушелевка ст.;08.12.2022 12:37:00;08.12.2022 12:38:00;;48;Да
08.12.2022;48 Трамваи;48;8;2;5119 (тм);Кушелевка ст.;08.12.2022 16:43:00;08.12.2022 16:44:00;1,00;;Да
08.12.2022;48 Трамваи;48;9;2;5097 (тм);Кушелевка ст.;08.12.2022 21:59:00;08.12.2022 22:00:00;;43;Да
08.12.2022;48 Трамваи;48;13;2;5211 (тм);Кушелевка ст.;08.12.2022 20:56:00;08.12.2022 20:57:00;;47;Да
08.12.2022;48 Трамваи;48;10;2;5056 (тм);Кушелевка ст.;09.12.2022 0:35:00;09.12.2022 0:36:00;;43;Да
09.12.2022;48 Трамваи;48;2;2;5008 (тм);Кушелевка ст.;09.12.2022 21:26:00;09.12.2022 21:27:00;;44;Да
09.12.2022;48 Трамваи;48;3;1;5095 (тм);Кушелевка ст.;09.12.2022 11:58:00;09.12.2022 11:59:00;;48;Да
09.12.2022;48 Трамваи;48;3;2;5095 (тм);Кушелевка ст.;09.12.2022 16:59:00;09.12.2022 17:00:00;1,00;;Да
09.12.2022;48 Трамваи;48;5;2;5030 (тм);Кушелевка ст.;09.12.2022 21:35:00;09.12.2022 21:36:00;;44;Да
09.12.2022;48 Трамваи;48;6;1;5106 (тм);Кушелевка ст.;09.12.2022 12:24:00;09.12.2022 12:25:00;;48;Да
09.12.2022;48 Трамваи;48;6;2;5106 (тм);Кушелевка ст.;09.12.2022 17:15:00;09.12.2022 17:16:00;1,00;;Да
09.12.2022;48 Трамваи;48;7;2;5016 (тм);Кушелевка ст.;09.12.2022 21:10:00;09.12.2022 21:11:00;;46;Да
09.12.2022;48 Трамваи;48;8;1;5213 (тм);Кушелевка ст.;09.12.2022 12:37:00;09.12.2022 12:38:00;;48;Да
09.12.2022;48 Трамваи;48;8;2;5213 (тм);Кушелевка ст.;09.12.2022 16:43:00;09.12.2022 16:44:00;;;Да
09.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;10.12.2022 0:35:00;10.12.2022 0:36:00;;43;Да
09.12.2022;48 Трамваи;48;13;2;5097 (тм);Кушелевка ст.;09.12.2022 20:56:00;09.12.2022 20:57:00;;47;Да
09.12.2022;48 Трамваи;48;9;2;5132 (тм);Кушелевка ст.;09.12.2022 21:59:00;09.12.2022 22:00:00;;43;Да
10.12.2022;48 Трамваи;48;3;2;5132 (тм);Кушелевка ст.;10.12.2022 21:05:00;10.12.2022 21:06:00;;44;Да
11.12.2022;48 Трамваи;48;3;2;5119 (тм);Кушелевка ст.;11.12.2022 21:05:00;11.12.2022 21:06:00;;44;Да
12.12.2022;48 Трамваи;48;1;1;5095 (тм);Кушелевка ст.;12.12.2022 12:20:00;12.12.2022 12:21:00;;48;Да
12.12.2022;48 Трамваи;48;3;2;5097 (тм);Кушелевка ст.;12.12.2022 16:59:00;12.12.2022 17:00:00;1,00;;Да
12.12.2022;48 Трамваи;48;4;2;5098 (тм);Кушелевка ст.;12.12.2022 20:15:00;12.12.2022 20:16:00;;47;Да
12.12.2022;48 Трамваи;48;5;2;5008 (тм);Кушелевка ст.;12.12.2022 21:26:00;12.12.2022 21:27:00;;44;Да
12.12.2022;48 Трамваи;48;6;2;5014 (тм);Кушелевка ст.;12.12.2022 17:15:00;12.12.2022 17:16:00;1,00;;Да
12.12.2022;48 Трамваи;48;6;2;5063 (тм);Кушелевка ст.;12.12.2022 19:48:00;12.12.2022 19:50:00;1,00;;Да
12.12.2022;48 Трамваи;48;7;2;5045 (тм);Кушелевка ст.;12.12.2022 20:50:00;12.12.2022 20:51:00;;47;Да
12.12.2022;48 Трамваи;48;8;2;5213 (тм);Кушелевка ст.;12.12.2022 16:43:00;12.12.2022 16:44:00;1,00;;Да
12.12.2022;48 Трамваи;48;8;2;5213 (тм);Кушелевка ст.;13.12.2022 0:42:00;13.12.2022 0:43:00;;43;Да
12.12.2022;48 Трамваи;48;9;2;5119 (тм);Кушелевка ст.;12.12.2022 21:52:00;12.12.2022 21:53:00;;43;Да
12.12.2022;48 Трамваи;48;11;1;5104 (тм);Кушелевка ст.;12.12.2022 7:34:00;12.12.2022 7:35:00;1,00;;Нет
12.12.2022;48 Трамваи;48;11;2;5104 (тм);Кушелевка ст.;12.12.2022 21:13:00;12.12.2022 21:14:00;;49;Да
12.12.2022;48 Трамваи;48;13;2;5030 (тм);Кушелевка ст.;12.12.2022 20:25:00;12.12.2022 20:26:00;;47;Да
12.12.2022;48 Трамваи;48;3;1;5097 (тм);Кушелевка ст.;12.12.2022 11:20:00;12.12.2022 11:21:00;;91;Да
13.12.2022;48 Трамваи;48;2;2;5016 (тм);Кушелевка ст.;13.12.2022 21:12:00;13.12.2022 21:13:00;;46;Да
13.12.2022;48 Трамваи;48;3;1;5001 (тм);Кушелевка ст.;13.12.2022 11:58:00;13.12.2022 12:05:00;;48;Да
13.12.2022;48 Трамваи;48;3;2;5001 (тм);Кушелевка ст.;13.12.2022 16:59:00;13.12.2022 17:00:00;1,00;;Да
13.12.2022;48 Трамваи;48;5;2;5095 (тм);Кушелевка ст.;13.12.2022 21:35:00;13.12.2022 21:36:00;;44;Да
13.12.2022;48 Трамваи;48;6;1;5045 (тм);Кушелевка ст.;13.12.2022 12:24:00;13.12.2022 12:25:00;;48;Да
13.12.2022;48 Трамваи;48;6;2;5045 (тм);Кушелевка ст.;13.12.2022 17:15:00;13.12.2022 17:16:00;1,00;;Да
13.12.2022;48 Трамваи;48;8;2;5008 (тм);Кушелевка ст.;13.12.2022 16:43:00;13.12.2022 16:44:00;1,00;;Да
13.12.2022;48 Трамваи;48;9;2;5132 (тм);Кушелевка ст.;13.12.2022 21:59:00;13.12.2022 22:00:00;;43;Да
13.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;14.12.2022 0:35:00;14.12.2022 0:36:00;;43;Да
13.12.2022;48 Трамваи;48;13;2;5097 (тм);Кушелевка ст.;13.12.2022 20:56:00;13.12.2022 20:57:00;;47;Да
14.12.2022;48 Трамваи;48;2;2;5097 (тм);Кушелевка ст.;14.12.2022 21:12:00;14.12.2022 21:13:00;;46;Да
14.12.2022;48 Трамваи;48;3;1;5016 (тм);Кушелевка ст.;14.12.2022 11:58:00;14.12.2022 11:59:00;;48;Да
14.12.2022;48 Трамваи;48;3;2;5016 (тм);Кушелевка ст.;14.12.2022 16:59:00;14.12.2022 17:00:00;1,00;;Да
14.12.2022;48 Трамваи;48;5;2;5213 (тм);Кушелевка ст.;14.12.2022 21:35:00;14.12.2022 21:36:00;;44;Да
14.12.2022;48 Трамваи;48;6;1;5030 (тм);Кушелевка ст.;14.12.2022 12:24:00;14.12.2022 12:25:00;;48;Да
14.12.2022;48 Трамваи;48;6;2;5030 (тм);Кушелевка ст.;14.12.2022 17:15:00;14.12.2022 17:16:00;1,00;;Да
14.12.2022;48 Трамваи;48;8;1;5132 (тм);Кушелевка ст.;14.12.2022 12:37:00;14.12.2022 12:38:00;;48;Да
14.12.2022;48 Трамваи;48;8;2;5132 (тм);Кушелевка ст.;14.12.2022 16:43:00;14.12.2022 16:44:00;1,00;;Да
14.12.2022;48 Трамваи;48;9;2;5056 (тм);Кушелевка ст.;14.12.2022 21:59:00;14.12.2022 22:00:00;;43;Да
14.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;15.12.2022 0:35:00;15.12.2022 0:36:00;;43;Да
14.12.2022;48 Трамваи;48;12;1;5001 (тм);Кушелевка ст.;14.12.2022 11:35:00;14.12.2022 11:36:00;1,00;;Да
14.12.2022;48 Трамваи;48;13;2;5129 (тм);Кушелевка ст.;14.12.2022 20:56:00;14.12.2022 20:57:00;;47;Да
15.12.2022;48 Трамваи;48;2;2;5129 (тм);Кушелевка ст.;15.12.2022 21:12:00;15.12.2022 21:13:00;;46;Да
15.12.2022;48 Трамваи;48;3;1;5046 (тм);Кушелевка ст.;15.12.2022 11:58:00;15.12.2022 11:59:00;;48;Да
15.12.2022;48 Трамваи;48;3;2;5046 (тм);Кушелевка ст.;15.12.2022 16:59:00;15.12.2022 17:00:00;1,00;;Да
15.12.2022;48 Трамваи;48;5;2;5004 (тм);Кушелевка ст.;15.12.2022 21:35:00;15.12.2022 21:36:00;;44;Да
15.12.2022;48 Трамваи;48;6;1;5207 (тм);Кушелевка ст.;15.12.2022 12:24:00;15.12.2022 12:25:00;;48;Да
15.12.2022;48 Трамваи;48;6;2;5207 (тм);Кушелевка ст.;15.12.2022 17:15:00;15.12.2022 17:16:00;1,00;;Да
15.12.2022;48 Трамваи;48;8;1;5095 (тм);Кушелевка ст.;15.12.2022 12:37:00;15.12.2022 12:38:00;;48;Да
15.12.2022;48 Трамваи;48;8;2;5138 (тм);Кушелевка ст.;15.12.2022 16:43:00;15.12.2022 16:44:00;1,00;;Да
15.12.2022;48 Трамваи;48;9;2;5016 (тм);Кушелевка ст.;15.12.2022 21:59:00;15.12.2022 22:00:00;;43;Да
15.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;16.12.2022 0:35:00;16.12.2022 0:36:00;;43;Да
15.12.2022;48 Трамваи;48;13;2;5213 (тм);Кушелевка ст.;15.12.2022 20:56:00;15.12.2022 20:57:00;;47;Да
16.12.2022;48 Трамваи;48;2;2;5114 (тм);Кушелевка ст.;16.12.2022 21:12:00;16.12.2022 21:13:00;;46;Да
16.12.2022;48 Трамваи;48;3;1;5056 (тм);Кушелевка ст.;16.12.2022 11:58:00;16.12.2022 11:59:00;;48;Да
16.12.2022;48 Трамваи;48;3;2;5056 (тм);Кушелевка ст.;16.12.2022 16:59:00;16.12.2022 17:00:00;1,00;;Да
16.12.2022;48 Трамваи;48;5;2;5119 (тм);Кушелевка ст.;16.12.2022 21:35:00;16.12.2022 21:36:00;;44;Да
16.12.2022;48 Трамваи;48;6;1;5213 (тм);Кушелевка ст.;16.12.2022 12:24:00;16.12.2022 12:25:00;;48;Да
16.12.2022;48 Трамваи;48;8;1;5129 (тм);Кушелевка ст.;16.12.2022 12:37:00;16.12.2022 12:38:00;;48;Да
16.12.2022;48 Трамваи;48;8;2;5129 (тм);Кушелевка ст.;16.12.2022 16:43:00;16.12.2022 16:44:00;1,00;;Да
16.12.2022;48 Трамваи;48;9;2;5113 (тм);Кушелевка ст.;16.12.2022 21:59:00;16.12.2022 22:03:00;;43;Да
16.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;17.12.2022 0:35:00;17.12.2022 0:36:00;;43;Да
16.12.2022;48 Трамваи;48;13;2;5132 (тм);Кушелевка ст.;16.12.2022 20:26:00;16.12.2022 20:27:00;;47;Да
16.12.2022;48 Трамваи;48;6;2;5213 (тм);Кушелевка ст.;16.12.2022 17:15:00;16.12.2022 17:16:00;;;Да
17.12.2022;48 Трамваи;48;3;2;5063 (тм);Кушелевка ст.;17.12.2022 21:05:00;17.12.2022 21:06:00;;44;Да
18.12.2022;48 Трамваи;48;3;2;5098 (тм);Кушелевка ст.;18.12.2022 21:05:00;18.12.2022 21:06:00;;44;Да
18.12.2022;48 Трамваи;48;4;2;5020 (тм);Кушелевка ст.;18.12.2022 19:50:00;18.12.2022 19:51:00;1,00;;Нет
19.12.2022;48 Трамваи;48;2;2;5056 (тм);Кушелевка ст.;19.12.2022 21:12:00;19.12.2022 21:13:00;;46;Да
19.12.2022;48 Трамваи;48;3;1;5001 (тм);Кушелевка ст.;19.12.2022 11:58:00;19.12.2022 11:59:00;;48;Да
19.12.2022;48 Трамваи;48;3;2;5213 (тм);Кушелевка ст.;19.12.2022 16:59:00;19.12.2022 17:00:00;1,00;;Да
19.12.2022;48 Трамваи;48;5;2;5097 (тм);Кушелевка ст.;19.12.2022 21:35:00;19.12.2022 21:36:00;;44;Да
19.12.2022;48 Трамваи;48;6;1;5045 (тм);Кушелевка ст.;19.12.2022 12:24:00;19.12.2022 12:25:00;;48;Да
19.12.2022;48 Трамваи;48;6;2;5045 (тм);Кушелевка ст.;19.12.2022 17:15:00;19.12.2022 17:16:00;1,00;;Да
19.12.2022;48 Трамваи;48;8;1;5095 (тм);Кушелевка ст.;19.12.2022 12:37:00;19.12.2022 12:38:00;;48;Да
19.12.2022;48 Трамваи;48;8;2;5095 (тм);Кушелевка ст.;19.12.2022 16:43:00;19.12.2022 16:44:00;1,00;;Да
19.12.2022;48 Трамваи;48;9;2;5098 (тм);Кушелевка ст.;19.12.2022 21:59:00;19.12.2022 22:00:00;;43;Да
19.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;20.12.2022 0:35:00;20.12.2022 0:36:00;;43;Да
19.12.2022;48 Трамваи;48;13;2;5207 (тм);Кушелевка ст.;19.12.2022 20:56:00;19.12.2022 20:57:00;;47;Да
19.12.2022;48 Трамваи;48;7;2;5026 (тм);Кушелевка ст.;19.12.2022 14:35:00;19.12.2022 14:36:00;1,00;;Нет
20.12.2022;48 Трамваи;48;5;2;5207 (тм);Кушелевка ст.;20.12.2022 21:35:00;20.12.2022 21:36:00;;44;Да
20.12.2022;48 Трамваи;48;6;1;5030 (тм);Кушелевка ст.;20.12.2022 12:24:00;20.12.2022 12:25:00;;48;Да
20.12.2022;48 Трамваи;48;6;2;5030 (тм);Кушелевка ст.;20.12.2022 17:15:00;20.12.2022 17:16:00;1,00;;Да
20.12.2022;48 Трамваи;48;7;1;5026 (тм);Кушелевка ст.;20.12.2022 10:50:00;20.12.2022 10:51:00;1,00;;Да
20.12.2022;48 Трамваи;48;8;1;5067 (тм);Кушелевка ст.;20.12.2022 12:37:00;20.12.2022 12:38:00;;48;Да
20.12.2022;48 Трамваи;48;8;2;5067 (тм);Кушелевка ст.;20.12.2022 16:43:00;20.12.2022 16:44:00;1,00;;Да
20.12.2022;48 Трамваи;48;9;2;5098 (тм);Кушелевка ст.;20.12.2022 21:56:00;20.12.2022 21:57:00;;43;Да
20.12.2022;48 Трамваи;48;10;2;5036 (тм);Кушелевка ст.;21.12.2022 0:35:00;21.12.2022 0:36:00;;43;Да
20.12.2022;48 Трамваи;48;11;2;5095 (тм);Кушелевка ст.;20.12.2022 20:54:00;20.12.2022 20:55:00;;47;Да
20.12.2022;48 Трамваи;48;13;2;5056 (тм);Кушелевка ст.;20.12.2022 21:09:00;20.12.2022 21:10:00;;46;Да
20.12.2022;48 Трамваи;48;2;2;5008 (тм);Кушелевка ст.;20.12.2022 21:12:00;20.12.2022 21:19:00;;46;Да
20.12.2022;48 Трамваи;48;3;1;5213 (тм);Кушелевка ст.;20.12.2022 11:58:00;20.12.2022 11:59:00;;48;Да
20.12.2022;48 Трамваи;48;3;2;5213 (тм);Кушелевка ст.;20.12.2022 16:59:00;20.12.2022 17:00:00;1,00;;Да
21.12.2022;48 Трамваи;48;3;1;5095 (тм);Кушелевка ст.;21.12.2022 11:58:00;21.12.2022 11:59:00;;48;Да
21.12.2022;48 Трамваи;48;3;2;5095 (тм);Кушелевка ст.;21.12.2022 16:59:00;21.12.2022 17:00:00;1,00;;Да
21.12.2022;48 Трамваи;48;5;2;5016 (тм);Кушелевка ст.;21.12.2022 21:35:00;21.12.2022 21:36:00;;44;Да
21.12.2022;48 Трамваи;48;6;1;5004 (тм);Кушелевка ст.;21.12.2022 12:24:00;21.12.2022 12:25:00;;48;Да
21.12.2022;48 Трамваи;48;6;2;5004 (тм);Кушелевка ст.;21.12.2022 17:15:00;21.12.2022 17:16:00;1,00;;Да
21.12.2022;48 Трамваи;48;8;1;5213 (тм);Кушелевка ст.;21.12.2022 12:37:00;21.12.2022 12:38:00;;48;Да
21.12.2022;48 Трамваи;48;8;2;5213 (тм);Кушелевка ст.;21.12.2022 16:43:00;21.12.2022 16:44:00;1,00;;Да
21.12.2022;48 Трамваи;48;9;2;5045 (тм);Кушелевка ст.;21.12.2022 21:51:00;21.12.2022 21:52:00;;43;Да
21.12.2022;48 Трамваи;48;10;2;5034 (тм);Кушелевка ст.;22.12.2022 0:35:00;22.12.2022 0:36:00;;43;Да
21.12.2022;48 Трамваи;48;13;2;5046 (тм);Кушелевка ст.;21.12.2022 20:56:00;21.12.2022 20:57:00;;47;Да
21.12.2022;48 Трамваи;48;2;2;5006 (тм);Кушелевка ст.;21.12.2022 21:12:00;21.12.2022 21:13:00;;46;Да
22.12.2022;48 Трамваи;48;2;2;5008 (тм);Кушелевка ст.;22.12.2022 21:12:00;22.12.2022 21:13:00;;46;Да
22.12.2022;48 Трамваи;48;3;1;5119 (тм);Кушелевка ст.;22.12.2022 11:58:00;22.12.2022 11:59:00;;48;Да
22.12.2022;48 Трамваи;48;3;2;5119 (тм);Кушелевка ст.;22.12.2022 16:59:00;22.12.2022 17:00:00;1,00;;Да
22.12.2022;48 Трамваи;48;4;1;5132 (тм);Кушелевка ст.;22.12.2022 8:31:00;22.12.2022 8:32:00;1,00;;Да
22.12.2022;48 Трамваи;48;5;2;5098 (тм);Кушелевка ст.;22.12.2022 21:35:00;22.12.2022 21:36:00;;44;Да
22.12.2022;48 Трамваи;48;6;1;5213 (тм);Кушелевка ст.;22.12.2022 12:24:00;22.12.2022 12:25:00;;48;Да
22.12.2022;48 Трамваи;48;6;2;5213 (тм);Кушелевка ст.;22.12.2022 17:15:00;22.12.2022 17:16:00;1,00;;Да
22.12.2022;48 Трамваи;48;8;1;5004 (тм);Кушелевка ст.;22.12.2022 12:37:00;22.12.2022 12:38:00;;48;Да
22.12.2022;48 Трамваи;48;8;2;5004 (тм);Кушелевка ст.;22.12.2022 16:43:00;22.12.2022 16:44:00;1,00;;Да
22.12.2022;48 Трамваи;48;9;2;5030 (тм);Кушелевка ст.;22.12.2022 21:59:00;22.12.2022 22:00:00;;43;Да
22.12.2022;48 Трамваи;48;10;2;5120 (тм);Кушелевка ст.;23.12.2022 0:35:00;23.12.2022 0:36:00;;43;Да
22.12.2022;48 Трамваи;48;13;2;5138 (тм);Кушелевка ст.;22.12.2022 20:56:00;22.12.2022 20:57:00;;47;Да
23.12.2022;48 Трамваи;48;2;2;5030 (тм);Кушелевка ст.;23.12.2022 21:12:00;23.12.2022 21:13:00;;46;Да
23.12.2022;48 Трамваи;48;3;1;5129 (тм);Кушелевка ст.;23.12.2022 11:58:00;23.12.2022 11:59:00;;48;Да
23.12.2022;48 Трамваи;48;3;2;5129 (тм);Кушелевка ст.;23.12.2022 16:59:00;23.12.2022 17:00:00;1,00;;Да
23.12.2022;48 Трамваи;48;5;2;5119 (тм);Кушелевка ст.;23.12.2022 21:35:00;23.12.2022 21:36:00;;44;Да
23.12.2022;48 Трамваи;48;6;2;5004 (тм);Кушелевка ст.;23.12.2022 17:15:00;23.12.2022 17:16:00;1,00;;Да
23.12.2022;48 Трамваи;48;8;1;5213 (тм);Кушелевка ст.;23.12.2022 12:37:00;23.12.2022 12:38:00;;48;Да
23.12.2022;48 Трамваи;48;8;2;5006 (тм);Кушелевка ст.;23.12.2022 16:43:00;23.12.2022 16:44:00;1,00;;Да
